caller_fqn,callee_fqn,resolved,origin
ichiran/dict:calc-score,ichiran/dict:conj-data-from,1,both
ichiran/dict:calc-score,ichiran/dict:conj-data-prop,1,both
ichiran/dict:calc-score,ichiran/dict:conj-data-via,1,both
ichiran/dict:calc-score,ichiran/dict:conj-of,0,runtime
ichiran/dict:calc-score,ichiran/dict:conj-of-common,0,runtime
ichiran/dict:calc-score,ichiran/dict:conj-of-data,0,runtime
ichiran/dict:calc-score,ichiran/dict:conj-of-ord,0,runtime
ichiran/dict:calc-score,ichiran/dict:conj-only,0,runtime
ichiran/dict:calc-score,ichiran/dict:conj-props,0,runtime
ichiran/dict:calc-score,ichiran/dict:conj-type,0,runtime
ichiran/dict:calc-score,ichiran/dict:conj-types,0,runtime
ichiran/dict:calc-score,ichiran/dict:conj-types-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:cop-da-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:counter-text,1,both
ichiran/dict:calc-score,ichiran/dict:ctr-mode,0,runtime
ichiran/dict:calc-score,ichiran/dict:entry,1,both
ichiran/dict:calc-score,ichiran/dict:final,0,runtime
ichiran/dict:calc-score,ichiran/dict:finally,0,runtime
ichiran/dict:calc-score,ichiran/dict:for,0,runtime
ichiran/dict:calc-score,ichiran/dict:from,0,runtime
ichiran/dict:calc-score,ichiran/dict:get-non-arch-posi,1,both
ichiran/dict:calc-score,ichiran/dict:get-original-text,1,both
ichiran/dict:calc-score,ichiran/dict:get-split,1,both
ichiran/dict:calc-score,ichiran/dict:id,0,runtime
ichiran/dict:calc-score,ichiran/dict:in,0,runtime
ichiran/dict:calc-score,ichiran/dict:info,0,runtime
ichiran/dict:calc-score,ichiran/dict:into,0,runtime
ichiran/dict:calc-score,ichiran/dict:is-arch,1,both
ichiran/dict:calc-score,ichiran/dict:kanji-break,0,runtime
ichiran/dict:calc-score,ichiran/dict:kanji-break-penalty,1,both
ichiran/dict:calc-score,ichiran/dict:kanji-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:katakana-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:len,0,runtime
ichiran/dict:calc-score,ichiran/dict:length-multiplier-coeff,1,both
ichiran/dict:calc-score,ichiran/dict:long-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:n-kanji,0,runtime
ichiran/dict:calc-score,ichiran/dict:new-len,0,runtime
ichiran/dict:calc-score,ichiran/dict:new-prop-score,0,runtime
ichiran/dict:calc-score,ichiran/dict:no-common-bonus,0,runtime
ichiran/dict:calc-score,ichiran/dict:nokanji,0,runtime
ichiran/dict:calc-score,ichiran/dict:non-final-particle-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:nparts,0,runtime
ichiran/dict:calc-score,ichiran/dict:of-type,0,runtime
ichiran/dict:calc-score,ichiran/dict:ord,0,runtime
ichiran/dict:calc-score,ichiran/dict:ot,0,runtime
ichiran/dict:calc-score,ichiran/dict:part,0,runtime
ichiran/dict:calc-score,ichiran/dict:part-score,0,runtime
ichiran/dict:calc-score,ichiran/dict:part-scores,0,runtime
ichiran/dict:calc-score,ichiran/dict:particle-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:plen,0,runtime
ichiran/dict:calc-score,ichiran/dict:pmlen,0,runtime
ichiran/dict:calc-score,ichiran/dict:posi,0,runtime
ichiran/dict:calc-score,ichiran/dict:prefer-kana,0,runtime
ichiran/dict:calc-score,ichiran/dict:primary-nokanji,0,runtime
ichiran/dict:calc-score,ichiran/dict:primary-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:pronoun-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:prop,0,runtime
ichiran/dict:calc-score,ichiran/dict:prop-score,0,runtime
ichiran/dict:calc-score,ichiran/dict:proxy-text,1,both
ichiran/dict:calc-score,ichiran/dict:ptext,0,runtime
ichiran/dict:calc-score,ichiran/dict:reading,0,runtime
ichiran/dict:calc-score,ichiran/dict:root-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:row,0,runtime
ichiran/dict:calc-score,ichiran/dict:score,0,runtime
ichiran/dict:calc-score,ichiran/dict:score-base,1,both
ichiran/dict:calc-score,ichiran/dict:score-mod,0,runtime
ichiran/dict:calc-score,ichiran/dict:score-mod-split,0,runtime
ichiran/dict:calc-score,ichiran/dict:secondary-conj-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:semi-final-particle-p,0,runtime
ichiran/dict:calc-score,ichiran/dict:sense,1,both
ichiran/dict:calc-score,ichiran/dict:sense-id,0,runtime
ichiran/dict:calc-score,ichiran/dict:sense-prop,1,both
ichiran/dict:calc-score,ichiran/dict:seq,0,runtime
ichiran/dict:calc-score,ichiran/dict:seq-set,0,runtime
ichiran/dict:calc-score,ichiran/dict:skip-by-conj-data,1,both
ichiran/dict:calc-score,ichiran/dict:slen,0,runtime
ichiran/dict:calc-score,ichiran/dict:smlen,0,runtime
ichiran/dict:calc-score,ichiran/dict:sp-seq-set,0,runtime
ichiran/dict:calc-score,ichiran/dict:split,0,runtime
ichiran/dict:calc-score,ichiran/dict:split-info,0,runtime
ichiran/dict:calc-score,ichiran/dict:tag,0,runtime
ichiran/dict:calc-score,ichiran/dict:test-conj-prop,1,both
ichiran/dict:calc-score,ichiran/dict:then,0,runtime
ichiran/dict:calc-score,ichiran/dict:tpart,0,runtime
ichiran/dict:calc-score,ichiran/dict:true-text,1,both
ichiran/dict:calc-score,ichiran/dict:use-length,0,runtime
ichiran/dict:calc-score,ichiran/dict:use-length-bonus,0,runtime
ichiran/dict:calc-score,ichiran/dict:wc,0,runtime
ichiran/dict:calc-score,ichiran/dict:with,0,runtime
ichiran/dict:calc-score,ichiran/dict:word-conj-data,1,both
ichiran/dict:calc-score,ichiran/dict:word-conjugations,0,runtime
ichiran/dict:calc-score,ichiran/dict:word-type,1,both
ichiran/dict:check-easy-hints,ichiran/conn:get-spec,1,runtime
ichiran/dict:check-easy-hints,ichiran/conn:with-db,1,source
ichiran/dict:check-easy-hints,ichiran/dict:*disable-hints*,1,source
ichiran/dict:check-easy-hints,ichiran/dict:*easy-hints-seqs*,1,source
ichiran/dict:check-easy-hints,ichiran/dict:kana-text,1,source
ichiran/dict:check-easy-hints,ichiran/dict:true-kana,1,both
ichiran/dict:check-easy-hints,ichiran/dict:true-kanji,1,both
ichiran/dict:check-easy-hints,ichiran/kanji:match-readings,1,both
ichiran/dict:conj-info-json,ichiran/dict:conj-info-json*,1,both
ichiran/dict:conj-info-json*,ichiran/dict:conj-info-json,1,both
ichiran/dict:conj-info-json*,ichiran/dict:conj-prop,1,source
ichiran/dict:conj-info-json*,ichiran/dict:conj-prop-json,1,both
ichiran/dict:conj-info-json*,ichiran/dict:find-words-seqs,1,both
ichiran/dict:conj-info-json*,ichiran/dict:get-conj-data,1,both
ichiran/dict:conj-info-json*,ichiran/dict:get-original-text-once,1,both
ichiran/dict:conj-info-json*,ichiran/dict:get-senses-json,1,both
ichiran/dict:conj-info-json*,ichiran/dict:id,0,runtime
ichiran/dict:conj-info-json*,ichiran/dict:pos,0,runtime
ichiran/dict:conj-info-json*,ichiran/dict:reading-str,1,both
ichiran/dict:conj-info-json*,ichiran/dict:select-conjs-and-props,1,both
ichiran/dict:conj-info-json*,ichiran/dict:seq-from,0,runtime
ichiran/dict:conj-info-json*,ichiran/dict:seq-via,0,runtime
ichiran/dict:conj-info-short,ichiran/dict:conj-fml,0,runtime
ichiran/dict:conj-info-short,ichiran/dict:conj-neg,0,runtime
ichiran/dict:conj-info-short,ichiran/dict:conj-type,0,runtime
ichiran/dict:conj-info-short,ichiran/dict:get-conj-description,1,both
ichiran/dict:conj-info-short,ichiran/dict:pos,0,runtime
ichiran/dict:conj-prop-json,ichiran/dict:conj-fml,0,runtime
ichiran/dict:conj-prop-json,ichiran/dict:conj-neg,0,runtime
ichiran/dict:conj-prop-json,ichiran/dict:conj-type,0,runtime
ichiran/dict:conj-prop-json,ichiran/dict:get-conj-description,1,both
ichiran/dict:conj-prop-json,ichiran/dict:pos,0,runtime
ichiran/dict:conjugate-da,ichiran/dict:add-sense-prop,1,both
ichiran/dict:conjugate-da,ichiran/dict:conjugate-entry-outer,1,both
ichiran/dict:conjugate-da,ichiran/dict:sense-prop,1,source
ichiran/dict:conjugate-entry-inner,ichiran/dict:*do-not-conjugate*,1,source
ichiran/dict:conjugate-entry-inner,ichiran/dict:construct-conjugation,1,both
ichiran/dict:conjugate-entry-inner,ichiran/dict:cr-conj,1,both
ichiran/dict:conjugate-entry-inner,ichiran/dict:cr-fml,1,both
ichiran/dict:conjugate-entry-inner,ichiran/dict:cr-neg,1,both
ichiran/dict:conjugate-entry-inner,ichiran/dict:cr-onum,1,both
ichiran/dict:conjugate-entry-inner,ichiran/dict:get-conj-rules,1,both
ichiran/dict:conjugate-entry-inner,ichiran/dict:get-pos-index,1,both
ichiran/dict:conjugate-entry-inner,ichiran/dict:kana-text,1,source
ichiran/dict:conjugate-entry-inner,ichiran/dict:kanji-text,1,source
ichiran/dict:conjugate-entry-inner,ichiran/dict:sense-prop,1,source
ichiran/dict:conjugate-entry-outer,ichiran/dict:conjugate-entry-inner,1,both
ichiran/dict:conjugate-entry-outer,ichiran/dict:get-all-readings,1,both
ichiran/dict:conjugate-entry-outer,ichiran/dict:get-pos,1,both
ichiran/dict:conjugate-entry-outer,ichiran/dict:insert-conjugation,1,both
ichiran/dict:conjugate-entry-outer,ichiran/dict:next-seq,1,both
ichiran/dict:conjugate-word,ichiran/dict:construct-conjugation,1,both
ichiran/dict:conjugate-word,ichiran/dict:get-conj-rules,1,both
ichiran/dict:conjugate-word,ichiran/dict:get-pos-index,1,both
ichiran/dict:construct-conjugation,ichiran/characters:test-word,1,both
ichiran/dict:construct-conjugation,ichiran/dict:cr-euphk,1,both
ichiran/dict:construct-conjugation,ichiran/dict:cr-euphr,1,both
ichiran/dict:construct-conjugation,ichiran/dict:cr-okuri,1,both
ichiran/dict:construct-conjugation,ichiran/dict:cr-stem,1,both
ichiran/dict:counter-age,ichiran/dict:counter-text,1,runtime
ichiran/dict:counter-days-kun,ichiran/dict:counter-text,1,runtime
ichiran/dict:counter-days-on,ichiran/dict:counter-text,1,runtime
ichiran/dict:counter-halfhour,ichiran/dict:counter-text,1,runtime
ichiran/dict:counter-hifumi,ichiran/dict:counter-text,1,runtime
ichiran/dict:counter-join,ichiran/characters:*char-class-hash*,1,source
ichiran/dict:counter-join,ichiran/characters:geminate,1,source
ichiran/dict:counter-join,ichiran/characters:rendaku,1,source
ichiran/dict:counter-join,ichiran/dict:counter-text,1,source
ichiran/dict:counter-join,ichiran/dict:get-digit,1,source
ichiran/dict:counter-join,ichiran/numbers:*digit-to-kana*,1,source
ichiran/dict:counter-join,ichiran/numbers:*power-to-kana*,1,source
ichiran/dict:counter-months,ichiran/dict:counter-text,1,runtime
ichiran/dict:counter-people,ichiran/dict:counter-text,1,runtime
ichiran/dict:counter-tsu,ichiran/dict:counter-text,1,runtime
ichiran/dict:counter-wari,ichiran/dict:counter-text,1,runtime
ichiran/dict:cull-segments,ichiran/dict:*identical-word-score-cutoff*,1,source
ichiran/dict:cull-segments,ichiran/dict:compare-common,1,both
ichiran/dict:cull-segments,ichiran/dict:segment-info,1,both
ichiran/dict:cull-segments,ichiran/dict:segment-score,1,both
ichiran/dict:def-abbr-suffix,ichiran/characters:destem,1,source
ichiran/dict:def-abbr-suffix,ichiran/dict:*suffix-map-temp*,1,source
ichiran/dict:def-abbr-suffix,ichiran/dict:compound-text,1,source
ichiran/dict:def-abbr-suffix,ichiran/dict:defsuffix,1,source
ichiran/dict:def-abbr-suffix,ichiran/dict:get-kana,1,source
ichiran/dict:def-abbr-suffix,ichiran/dict:proxy-text,1,source
ichiran/dict:def-abbr-suffix,ichiran/dict:simple-text,1,source
ichiran/dict:def-de-split,ichiran/dict:def-simple-split,1,source
ichiran/dict:def-do-split,ichiran/dict:def-simple-split,1,source
ichiran/dict:def-easy-hint,ichiran/characters:match-diff,1,source
ichiran/dict:def-easy-hint,ichiran/dict:*easy-hints-seqs*,1,source
ichiran/dict:def-easy-hint,ichiran/dict:defhint,1,source
ichiran/dict:def-easy-hint,ichiran/dict:get-kana,1,source
ichiran/dict:def-easy-hint,ichiran/dict:insert-hints,1,source
ichiran/dict:def-easy-hint,ichiran/dict:simple-text,1,source
ichiran/dict:def-easy-hint,ichiran/dict:translate-hints,1,source
ichiran/dict:def-easy-hint,ichiran/dict:true-kana,1,source
ichiran/dict:def-easy-hint,ichiran/dict:true-kanji,1,source
ichiran/dict:def-easy-hint,ichiran/kanji:match-readings,1,source
ichiran/dict:def-generic-penalty,ichiran/dict:defpenalty,1,source
ichiran/dict:def-generic-penalty,ichiran/dict:make-synergy,1,source
ichiran/dict:def-generic-penalty,ichiran/dict:segment-list-end,1,source
ichiran/dict:def-generic-penalty,ichiran/dict:segment-list-start,1,source
ichiran/dict:def-generic-synergy,ichiran/dict:defsynergy,1,source
ichiran/dict:def-generic-synergy,ichiran/dict:make-segment-list-from,1,source
ichiran/dict:def-generic-synergy,ichiran/dict:make-synergy,1,source
ichiran/dict:def-generic-synergy,ichiran/dict:segment-list-end,1,source
ichiran/dict:def-generic-synergy,ichiran/dict:segment-list-segments,1,source
ichiran/dict:def-generic-synergy,ichiran/dict:segment-list-start,1,source
ichiran/dict:def-segfilter-must-follow,ichiran/dict:classify,1,source
ichiran/dict:def-segfilter-must-follow,ichiran/dict:defsegfilter,1,source
ichiran/dict:def-segfilter-must-follow,ichiran/dict:make-segment-list-from,1,source
ichiran/dict:def-segfilter-must-follow,ichiran/dict:segment-list-end,1,source
ichiran/dict:def-segfilter-must-follow,ichiran/dict:segment-list-segments,1,source
ichiran/dict:def-segfilter-must-follow,ichiran/dict:segment-list-start,1,source
ichiran/dict:def-shi-split,ichiran/dict:def-simple-split,1,source
ichiran/dict:def-simple-hint,ichiran/dict:defhint,1,source
ichiran/dict:def-simple-hint,ichiran/dict:get-kana,1,source
ichiran/dict:def-simple-hint,ichiran/dict:insert-hints,1,source
ichiran/dict:def-simple-hint,ichiran/dict:true-kana,1,source
ichiran/dict:def-simple-split,ichiran/dict:defsplit,1,source
ichiran/dict:def-simple-split,ichiran/dict:true-text,1,source
ichiran/dict:def-simple-suffix,ichiran/characters:destem,1,source
ichiran/dict:def-simple-suffix,ichiran/dict:*suffix-map-temp*,1,source
ichiran/dict:def-simple-suffix,ichiran/dict:adjoin-word,1,source
ichiran/dict:def-simple-suffix,ichiran/dict:defsuffix,1,source
ichiran/dict:def-simple-suffix,ichiran/dict:get-kana,1,source
ichiran/dict:def-simple-suffix,ichiran/dict:score-base,1,source
ichiran/dict:def-special-counter,ichiran/dict:*special-counters*,1,source
ichiran/dict:def-toori-split,ichiran/dict:def-simple-split,1,source
ichiran/dict:def-toori-split,ichiran/dict:word-type,1,source
ichiran/dict:defpenalty,ichiran/dict:*penalty-list*,1,source
ichiran/dict:defsegfilter,ichiran/dict:*segfilter-list*,1,source
ichiran/dict:defsplit,ichiran/dict:*split-map*,1,source
ichiran/dict:defsuffix,ichiran/dict:*suffix-list*,1,source
ichiran/dict:defsynergy,ichiran/dict:*synergy-list*,1,source
ichiran/dict:delete-conjugation,ichiran/dict:conj-prop,1,source
ichiran/dict:delete-conjugation,ichiran/dict:conj-source-reading,1,source
ichiran/dict:delete-conjugation,ichiran/dict:conjugation,1,source
ichiran/dict:delete-conjugation,ichiran/dict:entry,1,source
ichiran/dict:delete-conjugation,ichiran/dict:id,0,runtime
ichiran/dict:delete-conjugation,ichiran/dict:root-p,0,runtime
ichiran/dict:delete-reading,ichiran/characters:test-word,1,both
ichiran/dict:delete-reading,ichiran/dict:entry,1,source
ichiran/dict:delete-reading,ichiran/dict:kana-text,1,source
ichiran/dict:delete-reading,ichiran/dict:kanji-text,1,source
ichiran/dict:delete-reading,ichiran/dict:n-kana,0,runtime
ichiran/dict:delete-reading,ichiran/dict:n-kanji,0,runtime
ichiran/dict:delete-reading,ichiran/dict:reset-readings,1,both
ichiran/dict:delete-sense-prop,ichiran/dict:sense-prop,1,source
ichiran/dict:delete-senses,ichiran/dict:gloss,1,source
ichiran/dict:delete-senses,ichiran/dict:sense,1,source
ichiran/dict:delete-senses,ichiran/dict:sense-id,0,runtime
ichiran/dict:delete-senses,ichiran/dict:sense-prop,1,source
ichiran/dict:dict-segment,ichiran/conn:*connection*,1,source
ichiran/dict:dict-segment,ichiran/dict:fill-segment-path,1,both
ichiran/dict:dict-segment,ichiran/dict:find-best-path,1,both
ichiran/dict:dict-segment,ichiran/dict:join-substring-words,1,both
ichiran/dict:drop-extras,ichiran/dict:conj-prop,1,source
ichiran/dict:drop-extras,ichiran/dict:conj-source-reading,1,source
ichiran/dict:drop-extras,ichiran/dict:conjugation,1,source
ichiran/dict:drop-extras,ichiran/dict:entry,1,source
ichiran/dict:entry-digest,ichiran/dict:entry,1,source
ichiran/dict:entry-digest,ichiran/dict:get-kana,1,both
ichiran/dict:entry-digest,ichiran/dict:get-text,1,both
ichiran/dict:entry-digest,ichiran/dict:seq,0,runtime
ichiran/dict:entry-info-long,ichiran/dict:get-senses-str,1,both
ichiran/dict:entry-info-long,ichiran/dict:reading-str-seq,1,both
ichiran/dict:entry-info-short,ichiran/dict:reading-str-seq,1,both
ichiran/dict:entry-info-short,ichiran/dict:short-sense-str,1,both
ichiran/dict:errata-conj-rules-hook,ichiran/dict:copy-conjugation-rule,1,both
ichiran/dict:errata-conj-rules-hook,ichiran/dict:cr-conj,1,both
ichiran/dict:errata-conj-rules-hook,ichiran/dict:cr-fml,1,both
ichiran/dict:errata-conj-rules-hook,ichiran/dict:cr-neg,1,both
ichiran/dict:errata-conj-rules-hook,ichiran/dict:cr-okuri,1,both
ichiran/dict:errata-conj-rules-hook,ichiran/dict:cr-onum,1,both
ichiran/dict:errata-conj-rules-hook,ichiran/dict:get-pos,1,both
ichiran/dict:errata-conj-rules-hook,ichiran/dict:get-pos-index,1,both
ichiran/dict:errata-conj-rules-hook,ichiran/dict:make-conjugation-rule,1,both
ichiran/dict:exists-reading,ichiran/dict:kana-text,1,source
ichiran/dict:expand-segment-list,ichiran/dict:get-segsplit,1,both
ichiran/dict:expand-segment-list,ichiran/dict:segment,1,source
ichiran/dict:expand-segment-list,ichiran/dict:segment-list,1,source
ichiran/dict:expand-segment-list,ichiran/dict:segment-list-matches,1,source
ichiran/dict:expand-segment-list,ichiran/dict:segment-list-segments,1,both
ichiran/dict:expand-segment-list,ichiran/dict:segment-score,1,both
ichiran/dict:fill-segment-path,ichiran/dict:process-word-info,1,both
ichiran/dict:fill-segment-path,ichiran/dict:segment-list,1,source
ichiran/dict:fill-segment-path,ichiran/dict:segment-list-end,1,both
ichiran/dict:fill-segment-path,ichiran/dict:segment-list-start,1,both
ichiran/dict:fill-segment-path,ichiran/dict:word-info,1,source
ichiran/dict:fill-segment-path,ichiran/dict:word-info-from-segment-list,1,both
ichiran/dict:filter-in-seq-set,ichiran/dict:filter-in-seq-set,1,runtime
ichiran/dict:filter-in-seq-set,ichiran/dict:segment,1,both
ichiran/dict:filter-in-seq-set,ichiran/dict:segment-info,1,both
ichiran/dict:filter-in-seq-set,ichiran/dict:seqs,0,runtime
ichiran/dict:filter-in-seq-set-simple,ichiran/dict:filter-in-seq-set-simple,1,runtime
ichiran/dict:filter-in-seq-set-simple,ichiran/dict:segment,1,both
ichiran/dict:filter-in-seq-set-simple,ichiran/dict:segment-info,1,both
ichiran/dict:filter-in-seq-set-simple,ichiran/dict:segment-word,1,both
ichiran/dict:filter-in-seq-set-simple,ichiran/dict:seq,0,runtime
ichiran/dict:filter-in-seq-set-simple,ichiran/dict:seqs,0,runtime
ichiran/dict:filter-is-compound-end,ichiran/dict:filter-is-compound-end,1,runtime
ichiran/dict:filter-is-compound-end,ichiran/dict:segment,1,both
ichiran/dict:filter-is-compound-end,ichiran/dict:segment-word,1,both
ichiran/dict:filter-is-compound-end,ichiran/dict:seq,0,runtime
ichiran/dict:filter-is-compound-end,ichiran/dict:seqs,0,runtime
ichiran/dict:filter-is-compound-end,ichiran/dict:word,0,runtime
ichiran/dict:filter-is-compound-end-text,ichiran/dict:filter-is-compound-end-text,1,runtime
ichiran/dict:filter-is-compound-end-text,ichiran/dict:get-text,1,both
ichiran/dict:filter-is-compound-end-text,ichiran/dict:segment,1,both
ichiran/dict:filter-is-compound-end-text,ichiran/dict:segment-word,1,both
ichiran/dict:filter-is-compound-end-text,ichiran/dict:seq,0,runtime
ichiran/dict:filter-is-compound-end-text,ichiran/dict:texts,0,runtime
ichiran/dict:filter-is-compound-end-text,ichiran/dict:word,0,runtime
ichiran/dict:filter-is-compound-end-text,ichiran/dict:words,0,runtime
ichiran/dict:filter-is-conjugation,ichiran/dict:cdata,0,runtime
ichiran/dict:filter-is-conjugation,ichiran/dict:conj-data-prop,1,both
ichiran/dict:filter-is-conjugation,ichiran/dict:conj-type,0,runtime
ichiran/dict:filter-is-conjugation,ichiran/dict:filter-is-conjugation,1,runtime
ichiran/dict:filter-is-conjugation,ichiran/dict:segment,1,both
ichiran/dict:filter-is-conjugation,ichiran/dict:segment-info,1,both
ichiran/dict:filter-is-noun,ichiran/dict:counter-text,1,source
ichiran/dict:filter-is-noun,ichiran/dict:segment,1,source
ichiran/dict:filter-is-noun,ichiran/dict:segment-info,1,both
ichiran/dict:filter-is-noun,ichiran/dict:segment-word,1,both
ichiran/dict:filter-is-pos,ichiran/dict:segment,1,source
ichiran/dict:filter-is-pos,ichiran/dict:segment-info,1,source
ichiran/dict:filter-props,ichiran/dict:conj-type,0,runtime
ichiran/dict:filter-props,ichiran/dict:is-rareru,1,both
ichiran/dict:filter-props,ichiran/dict:pos,0,runtime
ichiran/dict:filter-short-kana,ichiran/dict:except,0,runtime
ichiran/dict:filter-short-kana,ichiran/dict:filter-short-kana,1,runtime
ichiran/dict:filter-short-kana,ichiran/dict:get-text,1,both
ichiran/dict:filter-short-kana,ichiran/dict:len,0,runtime
ichiran/dict:filter-short-kana,ichiran/dict:seg,0,runtime
ichiran/dict:filter-short-kana,ichiran/dict:segment-info,1,both
ichiran/dict:filter-short-kana,ichiran/dict:segment-list,1,both
ichiran/dict:filter-short-kana,ichiran/dict:segment-list-end,1,both
ichiran/dict:filter-short-kana,ichiran/dict:segment-list-segments,1,both
ichiran/dict:filter-short-kana,ichiran/dict:segment-list-start,1,both
ichiran/dict:find-best-path,ichiran/dict:expand-segment-list,1,both
ichiran/dict:find-best-path,ichiran/dict:gap-penalty,1,both
ichiran/dict:find-best-path,ichiran/dict:get-array,1,both
ichiran/dict:find-best-path,ichiran/dict:get-seg-initial,1,both
ichiran/dict:find-best-path,ichiran/dict:get-seg-splits,1,both
ichiran/dict:find-best-path,ichiran/dict:get-segment-score,1,both
ichiran/dict:find-best-path,ichiran/dict:register-item,1,both
ichiran/dict:find-best-path,ichiran/dict:segment,1,source
ichiran/dict:find-best-path,ichiran/dict:segment-list,1,source
ichiran/dict:find-best-path,ichiran/dict:segment-list-end,1,both
ichiran/dict:find-best-path,ichiran/dict:segment-list-start,1,both
ichiran/dict:find-best-path,ichiran/dict:segment-list-top,1,both
ichiran/dict:find-best-path,ichiran/dict:tai-payload,1,both
ichiran/dict:find-best-path,ichiran/dict:tai-score,1,both
ichiran/dict:find-best-path,ichiran/dict:top-array,1,source
ichiran/dict:find-conj,ichiran/dict:conj-prop,1,source
ichiran/dict:find-conj,ichiran/dict:conjugation,1,source
ichiran/dict:find-counter,ichiran/conn:ensure,1,both
ichiran/dict:find-counter,ichiran/dict:verify,1,both
ichiran/dict:find-kanji-for-pattern,ichiran/conn:*connection*,1,source
ichiran/dict:find-kanji-for-pattern,ichiran/dict:find-word-kana-pattern,1,both
ichiran/dict:find-kanji-for-pattern,ichiran/dict:get-kanji,1,both
ichiran/dict:find-sticky-positions,ichiran/characters:*iteration-characters*,1,source
ichiran/dict:find-sticky-positions,ichiran/characters:*kana-characters*,1,source
ichiran/dict:find-sticky-positions,ichiran/characters:*modifier-characters*,1,source
ichiran/dict:find-sticky-positions,ichiran/characters:get-char-class,1,both
ichiran/dict:find-sticky-positions,ichiran/characters:long-vowel-modifier-p,1,both
ichiran/dict:find-substring-words,ichiran/characters:test-word,1,both
ichiran/dict:find-substring-words,ichiran/dict:*max-word-length*,1,source
ichiran/dict:find-substring-words,ichiran/dict:kana-text,1,source
ichiran/dict:find-substring-words,ichiran/dict:kanji-text,1,source
ichiran/dict:find-word,ichiran/characters:test-word,1,both
ichiran/dict:find-word,ichiran/dict:*max-word-length*,1,source
ichiran/dict:find-word,ichiran/dict:*substring-hash*,1,source
ichiran/dict:find-word,ichiran/dict:entry,1,source
ichiran/dict:find-word,ichiran/dict:kana-text,1,source
ichiran/dict:find-word,ichiran/dict:kanji-text,1,source
ichiran/dict:find-word-as-hiragana,ichiran/characters:as-hiragana,1,both
ichiran/dict:find-word-as-hiragana,ichiran/dict:find-word,1,both
ichiran/dict:find-word-as-hiragana,ichiran/dict:proxy-text,1,source
ichiran/dict:find-word-as-hiragana,ichiran/dict:seq,0,runtime
ichiran/dict:find-word-conj-of,ichiran/characters:test-word,1,both
ichiran/dict:find-word-conj-of,ichiran/dict:conjugation,1,source
ichiran/dict:find-word-conj-of,ichiran/dict:find-word-seq,1,both
ichiran/dict:find-word-conj-of,ichiran/dict:id,0,runtime
ichiran/dict:find-word-conj-of,ichiran/dict:kana-text,1,source
ichiran/dict:find-word-conj-of,ichiran/dict:kanji-text,1,source
ichiran/dict:find-word-full,ichiran/characters:as-hiragana,1,source
ichiran/dict:find-word-full,ichiran/characters:consecutive-char-groups,1,both
ichiran/dict:find-word-full,ichiran/dict:find-counter,1,both
ichiran/dict:find-word-full,ichiran/dict:find-word,1,both
ichiran/dict:find-word-full,ichiran/dict:find-word-as-hiragana,1,both
ichiran/dict:find-word-full,ichiran/dict:find-word-suffix,1,both
ichiran/dict:find-word-full,ichiran/dict:seq,0,runtime
ichiran/dict:find-word-info,ichiran/characters:test-word,1,both
ichiran/dict:find-word-info,ichiran/conn:*connection*,1,source
ichiran/dict:find-word-info,ichiran/dict:*suffix-map-temp*,1,source
ichiran/dict:find-word-info,ichiran/dict:*suffix-next-end*,1,source
ichiran/dict:find-word-info,ichiran/dict:exists-reading,1,both
ichiran/dict:find-word-info,ichiran/dict:find-word,1,both
ichiran/dict:find-word-info,ichiran/dict:find-word-full,1,both
ichiran/dict:find-word-info,ichiran/dict:gen-score,1,both
ichiran/dict:find-word-info,ichiran/dict:get-suffix-map,1,both
ichiran/dict:find-word-info,ichiran/dict:make-segment,1,both
ichiran/dict:find-word-info,ichiran/dict:segment-score,1,both
ichiran/dict:find-word-info,ichiran/dict:word-info-from-segment,1,both
ichiran/dict:find-word-info,ichiran/dict:word-info-kana,0,runtime
ichiran/dict:find-word-info,ichiran/dict:word-info-seq,0,runtime
ichiran/dict:find-word-info-json,ichiran/dict:find-word-info,1,both
ichiran/dict:find-word-info-json,ichiran/dict:word-info-gloss-json,1,both
ichiran/dict:find-word-kana-pattern,ichiran/dict:common,0,runtime
ichiran/dict:find-word-kana-pattern,ichiran/dict:compare-common,1,both
ichiran/dict:find-word-kana-pattern,ichiran/dict:kana-text,1,source
ichiran/dict:find-word-seq,ichiran/characters:test-word,1,both
ichiran/dict:find-word-seq,ichiran/dict:kana-text,1,source
ichiran/dict:find-word-seq,ichiran/dict:kanji-text,1,source
ichiran/dict:find-word-suffix,ichiran/dict:*suffix-class*,1,source
ichiran/dict:find-word-suffix,ichiran/dict:*suffix-list*,1,source
ichiran/dict:find-word-suffix,ichiran/dict:*suffix-map-temp*,1,source
ichiran/dict:find-word-suffix,ichiran/dict:*suffix-next-end*,1,source
ichiran/dict:find-word-suffix,ichiran/dict:get-suffixes,1,both
